companyname,companyid,transcriptid,call_date,headline,turn_index,transcriptcomponentid,transcriptcomponenttypeid,component_type,speaker_name,speaker_type,turn_text
"Tandem Diabetes Care, Inc.",46368713,3301331,2024-11-06,"Tandem Diabetes Care, Inc., Q3 2024 Earnings Call, Nov 06, 2024",47,116321235,3,Question,Travis Steed,Analysts,"Just maybe an election day question. Since tariffs look a little more likely going forward, I know, you do a lot of U.S. manufacturing, but how do you think about like components, U.S. components and supplies that are sourced from international sources? I don't know if you've thought through that in any way or could help put some color on the potential for tariff impacts or how to think about tariffs for your business?"
"Tandem Diabetes Care, Inc.",46368713,3301331,2024-11-06,"Tandem Diabetes Care, Inc., Q3 2024 Earnings Call, Nov 06, 2024",48,116321236,4,Answer,John Sheridan,Executives,"Yes, thanks, Travis. I mean, that's definitely something we're thinking about. And it's obviously very early and we'll have to see where he actually goes with some of the commitments he's made while, in the actual campaigning process. But we have a wide supply chain that does cross into some of the Asian countries that could potentially be problematic. But it's less flexible and we have the flexibility to move things as we need to. And we have other mechanisms to offset expenses that may come in one market versus another.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",1,116236881,3,Question,Theresa Chen,Analysts,"Congratulations on the fundamental growth and the accelerated pace of growth over the near term. I was curious, as we look to 2025 CapEx and general capital allocation plans, can you provide more color on how long do you expect this accelerated growth to endure? And B, how high could CapEx go to in 2025?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",2,116236883,4,Answer,Matt Meloy,Executives,"Yes. No, we're excited about the results today. We're really excited just about the overall performance we've seen so far this year and it's just translating into higher EBITDA growth, higher volumes across our G&P footprint in the downstream. We think that really sets us up well as we look into 2025.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",3,116236885,3,Question,Theresa Chen,Analysts,"Got it. And looking at the downstream throughput across your dock, clearly seeing an uptick following a partial downtime in third quarter and fourth quarter looks extremely robust. Can you just provide a forward outlook on how you expect this to trend? How much of it at this point do you think is going to be seasonal versus just the relentless supply push of molecules across your docks through the integrated NGL value chain?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",4,116236888,4,Answer,D. Pryor,Executives,"Theresa, this is Scott. First off, yes, we had a nice quarter during the third quarter. It was a nice rebound from what we had in the second quarter of this year. So a lot. Even though it was impacted, the second quarter was impacted by the vessel inspection that we had and that lingered into the month of July. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",5,116236903,3,Question,Jeremy Tonet,Analysts,"So out of the producer activity, I think the producers in the basin, I think we've heard some mixed messages with regards to, I think, the integrated versus large independents versus smaller. And just wondering if you could share a bit more on your conversations with producer customers here in particularly how your New Mexico position, I guess, differentiates you from others in the basin?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",6,116236905,4,Answer,Matt Meloy,Executives,"Yes. Jeremy, this is Matt. I'll start, and then Pat, if you want to add on. The discussions we're having with producers, it is a mix. The small, mid, large cap, that's -- we have a portfolio of customers, and it's not all the same. But what we are seeing generally is more growth on the gas side relative to their expectations. So we haven't necessarily seen more activity, but we have just seen the wells to be more productive. And whether that's lower declines, increasing GORs, higher IPs, we're just seeing more volumes. We continue to be surprised this year to the upside on gas volumes. And as we look out, we're sorting through our producer forecast right now, what that's going to mean for '25, '26 growth. We think there's going to be significant growth. Kind of where exactly that falls out is kind of what we're working through right now. But I think we remain bullish on the outlook for natural gas growth across our footprint. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",7,116236907,4,Answer,Patrick McDonie,Executives,"No, I was going to say, the only thing I'd add is, Matt's right. With the Lucid acquisition, it was definitely a step-up for us in the Delaware. And the steps we've taken to integrate that system into our other Delaware systems and the sour gas infrastructure that we've built out have led to a lot of commercial success.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",8,116236909,3,Question,Jeremy Tonet,Analysts,"Got it. That's very helpful. And then kind of continuing here as it relates to the gas picture and gas egress from the basin. We have a couple of projects in motion at this point, you're part of 1 of them. How do you think about, I guess, the picture for future gas egress needs in the basin, when do you think that could materialize next? And what do you think Targa's involvement could be here?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",9,116236911,4,Answer,Robert Muraro,Executives,"This is Bobby. I think we announced our partnership with Blackcomb a little bit ago, we're excited about that project moving forward and it's going well. I think we said before and we'll continue to say, we want to see as much egress out of the basin happen as possible. We know there are a lot of other pipes that are in the works right now. We were thinking about '28 when we were working on the '26 pipe with Blackcomb. So we continue to work on what is needed going forward. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",10,116236913,3,Question,Jeremy Tonet,Analysts,"Got it. And if I could just round that out a little bit more. In basin consumption growth, industrial demand growth or even maybe data centers down the road, do you see that, I guess, impacting the picture there?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",11,116236915,4,Answer,Robert Muraro,Executives,"This is Bobby again. I think we know there are a lot of people talking about it right now. We are in conversations with customers that are in conversations with all of those consumption points. So what gets built, when it gets built, what actually gets permitted and put under construction, I think it's yet to be seen. But there is a lot of action and a lot of conversation going on right now across the basin around those topics."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",12,116236919,3,Question,Michael Blum,Analysts,"Wanted to add more about the growth -- good morning. I wanted to ask about the sort of the long-term trend here in growth CapEx. Obviously, you're trending higher here in the near term. I noticed you still have that same slide, which shows like a typical year at $1.7 billion. So is that still kind of normal year normalized run rate? Or is that number moving higher as producers, these numbers sort of exceed your expectations?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",13,116236921,4,Answer,Jennifer Kneale,Executives,"Michael, this is Jen. I think that when we put out that illustrative framework, we said that a good multiyear average for growth capital spending in a high single-digit Permian Basin growth environment would be about $1.7 billion. And we even caveated on the slide that if we were going to see growth substantially higher from there, we would expect CapEx to move higher as well. All very much core growth capital spending, the need for more gathering lines, more compression, potentially requiring the acceleration of major growth capital projects like plants and then downstream infrastructure. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",14,116236923,3,Question,Michael Blum,Analysts,"Okay. Makes sense. I then wanted to just ask about buybacks. Would you say that you're now more of an almost ratable type of buyback approach? Or is it still very much opportunistic and price-sensitive? And if it's the latter, how do you think about the pace of buybacks as the stock price just continues to move higher?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",15,116236925,4,Answer,Jennifer Kneale,Executives,"I would say that we are very much continuing to be opportunistic around share repurchases. And that's how we expect to continue to think about it going forward. Our priorities around capital allocation are unchanged. I think that what we've seen this year is a very strong 2024 is resulting in a lot more momentum when we think about '25, '26, '27, '28 and beyond that. We have a lot of conviction in what we have going on here at Targa for the short, medium and long term. And what you're seeing is us opportunistically execute around repurchases based on that conviction. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",16,116236929,3,Question,Keith Stanley,Analysts,"It seems like a pretty meaningful change in your volume outlook, even versus 3 months ago. I mean, you just updated the 2024 and '25 EBITDA and CapEx. So with that in mind, I wanted to just check back in on plans for NGL pipeline spending. Do you envision that potentially now being accelerated into 2025 at this point?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",17,116236931,4,Answer,D. Pryor,Executives,"Keith -- oh, sorry."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",18,116236933,4,Answer,Unknown Executive,Executives,"No, sorry, I'll just say -- Scott, go ahead."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",19,116236935,4,Answer,D. Pryor,Executives,"Okay. Keith, this is Scott. So certainly, when we look at our transportation legs, we looked at the third quarter, we averaged to 784,000 -- excuse me, 829,000 barrels a day of transportation. We got a partial benefit of Daytona coming online in the third quarter. Obviously, in the fourth quarter, we'll have the full complement of our West leg of Grand Prix and then Daytona, and then that marries up with our 30-inch pipe that moves into Belvieu that gets contributions from the North Texas area as well as Oklahoma. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",20,116236937,3,Question,Keith Stanley,Analysts,"Okay. The second question, the marketing was really strong in Q3. Would you attribute that more to spot LPG exports? Or is it optimization around weak Permian gas again? And on exports, it seems like you're constructive on pricing, but any sense of volumes you can share that might be able to take advantage of the strong [ arbs ]?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",21,116236939,4,Answer,Jennifer Kneale,Executives,"Keith, this is Jen. I'll start. I'd say that it's been a strong year of marketing for us across all of NGL, natural gas and export marketing. We generally don't factor that into our guidance. So when you think about some of the factors that have contributed to our outperformance this year, certainly having a strong marketing year has been one of those variables. I think that as we think -- as we look forward, we expect that given the vastness of our footprint, we would be able to continue to identify strong marketing opportunities. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",22,116236941,4,Answer,D. Pryor,Executives,"And Keith, this is Scott. Just as a follow-up to what we said earlier. The volumes in the third quarter were impacted a little bit due to our vessel inspection. But as we move into the fourth quarter, we would expect that to improve.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",23,116236945,3,Question,Jean Ann Salisbury,Analysts,"I believe that you've said before that most of your producer base has gas egress and hasn't been backed up the last 2 quarters, which I think has really showed in your volume results today. Does that mean that as Matterhorn ramps through the end of the year, you wouldn't really expect an outsized quarter-on-quarter step-up in volumes kind of over the next quarter or 2 as gas gets unlocked from the basin?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",24,116236947,4,Answer,Matt Meloy,Executives,"Yes, I'll start. We have not seen, I would say, across our producers, really Midland and Delaware, any negative volume impact from not having gas takeaway. We try and work with our customers to make sure that Targa's handling and moving those volumes on behalf of our producers. We have enough firm transport, intra and out of the basin to be able to move those volumes. And then producers on our system that have their own taking kind positions typically have enough transport to get those out. And so we work with them to make sure we can move those volumes. So I wouldn't say that will be a factor in kind of quarter-to-quarter growth. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",25,116236949,4,Answer,Jennifer Kneale,Executives,"Just to provide a little bit more visibility in the fourth quarter, we do also have a lower margin contract that's rolling over on the G&P side. So that will also reduce volumes quarter-over-quarter. So again, I think that speaks to us not being able to sustain the 300 million a day of growth that we've seen in the last couple of quarters, although we are still performing exceptionally well and are still seeing a lot of volumes come to us. That contractor all over will impact the fourth quarter."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",26,116236951,3,Question,Jean Ann Salisbury,Analysts,"It makes sense. Very clear. And then it seems like you should have the volume to fill your LPG expansion basically like immediately after it comes online next year. But there's obviously a lot of LPG export capacity coming online at the same time. Beyond that existing expansion, would you consider deploying the strategy that you've discussed of signing up for third-party LPG capacity kind of like what you do for pipelines to defer your own spend from here? Or do you see it as more strategic and value to have your own export capacity?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",27,116236953,4,Answer,Matt Meloy,Executives,"Yes. I think what we're trying to do the easy debottlenecks, which are really economic for us to just handle kind of the incremental volume growth we see across our footprint. But as this next one we have coming on mid next year, we are right now looking at kind of a larger step up in our LPG exports and bringing on capacity. Others are adding some as well. We're just seeing a lot of NGL volume growth and so are others. So I think it's all going to be needed. So we're currently evaluating right now, the timing and the size of our next LPG export expansion. It's likely going to include pipeline and additional refrigeration. Yes, both of those together is probably around $350 million or so for those 2 pieces.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",28,116236955,4,Answer,D. Pryor,Executives,"Yes. And just to complement that a little bit, Jean, this is Scott. I would say that the primary pieces that Matt talked about on the -- excuse me, on the refrigeration side and on the pipeline side, as you said, kind of in that $350 million range. We -- and then before that. And even after that, we'll look for ways to kind of debottleneck even around that system by just an improved piping, both at our Belvieu facility as well as at our Galena Park facility.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",29,116236959,3,Question,John Mackay,Analysts,"You guys have had this sour gas footprint for a while now, but you spend a little more time talking about it on this call. So I'd just be curious to hear kind of how much of that pocket of the business could grow from here? What CapEx associated with that could look like? Because it's a little different than a typical kind of G&P build-out. And maybe just next milestones to watch there?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",30,116236961,4,Answer,Matt Meloy,Executives,"Yes, sure. We have been operating sour gas infrastructure kind of through Targa's history and even going back to the Dynegy days. So we have decades of experience of handling sour gas out there. We've seen the Delaware side continue to get more and more sour. So years ago, we really ramped up our spending to be able to handle more sour volumes out there. And that's really both H2S and CO2. So we mentioned in the call today, we have an 800 million a day treater coming online at our Bull Moose complex. We have additional wells being drilled in the permitting phase to continue to hand more and more volumes as the Delaware gets more and more sour over time. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",31,116236963,4,Answer,Robert Muraro,Executives,"And this is Bobby. If you think about all the plants we've announced over the last several years on the eastern side of the Delaware Basin, even though we don't talk about it, all those plants are sour plants. So we don't talk about that. But if you think about Midway or if you think about Wildcat or if you think about Bull Moose or any of those plants, all those are sour plants. We just don't label in that way or we haven't historically as brightly as we do now just because that has obviously become front and center of one of the talking points in the industry."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",32,116236965,3,Question,John Mackay,Analysts,"I appreciate that's clear. Maybe just actually a quick follow-up to that then. You talked about getting some 45Q credits in this quarter. We're getting close -- you guys are getting closer to kind of a broader cash tax payment requirement over the next couple of years. Could the 45Qs get to a meaningful size where we're talking about some real offsets there? Or is this kind of nice to have, but a little more on the margin in the grand scheme?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",33,116236966,4,Answer,Robert Muraro,Executives,"This is Bobby. So I think when you talk about grand scheme, I think it's on the margin, but it is also a nice to have. So when you think about all of that -- all of those assets I just talked about on the eastern side of the Delaware Basin where we are putting in our infrastructure that gathers that sour gas, strips out the CO2 and H2S and injects it. We modified those systems a little bit and then we are able to get 45Q. So it is a very nice complement to that business and very efficient capital to spend in order to get that 45Q. So it turns into something that we don't have to do a whole lot more and be able to capture the 45Q. We continue to develop the CCUS business where it's not required to inject and that's in our forecast over time. But at the end of the day, when you talk about grand scheme of Targa, it is not huge relative to everything else we have going on."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",34,116236967,4,Answer,Jennifer Kneale,Executives,"And so just to finish that out, John, that means that from our perspective, it doesn't meaningfully change our outlook for cash taxes. As Bobby said, it's a nice to have, but there's really no change to our current expectation that will be subject to the ATM in 2026 and then a full cash taxpayer in 2027 when we've worked our way through our NOL. And that's all inclusive of our full business operations, including the opportunity set around CCUS."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",35,116236969,3,Question,Manav Gupta,Analysts,"First of all, big congratulations to Tristan. Every time a sell-side analyst is able to do a jailbreak, it feels very nice for the rest of us. There is hope for us."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",36,116236970,4,Answer,Unknown Executive,Executives,"Well, thank you for that."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",37,116236971,3,Question,Manav Gupta,Analysts,"My quick question, just 1 of them, is can you provide us more details around Falcon 2 or East Driver plants, why decision to move ahead with them? Anything you can give us on the economics or the build multiple?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",38,116236972,4,Answer,Matt Meloy,Executives,"Sure. I'd say the economics and build multiple is really the same that we've articulated previously. We've kind of pointed to around 5.5x as our organic build multiple. I don't see these being materially different from that. So I think it just puts us in position to continue to invest, be there for our producers and execute on our core business, gathering and processing, and then moving the NGLs through our downstream infrastructure. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",39,116236973,4,Answer,Robert Muraro,Executives,"And this is Bobby. As Jen mentioned earlier in the call, Greenwood 2 coming up, highly utilized. At the end of the day, we keep trying to get a plant ahead. We keep trying to create space to be able to do overhauls and maintenance and everything else. And this is a continued effort to try to get ahead so we can do all the things we need to do within our system and service our producers at the same time."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",40,116236975,3,Question,Neal Dingmann,Analysts,"Another nice quarter. Welcome, Tristan. My first question is just on your Permian Basin activity outlook. Specifically, I see on Slide 8, you mentioned your associated gas forecast that looks very favorable. I'm just wondering, I'd love to hear sort of what type of rig activity to you are and maybe not the oil price you're assuming around that associated gas forecast?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",41,116236976,4,Answer,Patrick McDonie,Executives,"Yes. This is Pat. When you look across the Permian right now, 1 out of every 3 rigs is running on Targa acreage. So activity level on our acreage footprint is very robust. And obviously, that acreage position that we have tied up is pretty significant. Matt alluded to it earlier on one of the other questions is -- it's producer-specific, right? We are seeing a lot of activity from different sized producers and new formations being explored and developed, some of those very gassy, which leads to gas growth across both Midland and Delaware sides of the basin. And fortunately, we've had commercial success, additional new commercial success to tie up those plays. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",42,116236977,3,Question,Neal Dingmann,Analysts,"Yes, that makes a little sense. And then my second question, just on your future capital spend. Specifically, just wondering, would you all suggest there's any possible or potential incredible assets out there that could delay your meaningful 2025 free cash inflection? Or does that novel upside or upcoming inflection appear to be relatively certain?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",43,116236978,4,Answer,Matt Meloy,Executives,"I think when you just look at just our overall EBITDA growth we're going to have in '25 and with -- haven't given a firm number for capital yet for '25, but I think we're comfortable saying we're going to have a significant amount of free cash flow in 2025. Where exactly that shakes out is kind of what we're working through in our planning process, as we've talked about.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",44,116236979,3,Question,Neal Dingmann,Analysts,Yes. The growth is notable.
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",45,116236981,3,Question,Andrew John O'Donnell,Analysts,"Just 1 for me, and I kind of just wanted to go on a clarifying question to something that Jean brought up. Looking at Q4 volumes and our potential for volume growth and now that Matterhorn is in line. I'm curious if you guys have seen a jump in production from your customers with the new pipe being online? Or if some of the flows that we're seeing online or with that pipe right now is just gas moving around the basin?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",46,116236982,4,Answer,Matt Meloy,Executives,"Yes, sure. No, from our customers, we -- I would say I have heard of some customers that were not producing because they didn't have -- they either didn't like the Waha price or didn't have takeaway. But customers on our system, they were flowing and producing. So I think basin-wide, perhaps there is some of that. But for our customers, for -- I think the most part, they were producing and had takeaway."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",47,116236983,4,Answer,Unknown Executive,Executives,Absolutely. Yes.
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",48,116236984,4,Answer,Matt Meloy,Executives,"So I think what's happening now is volumes kind of coming off, others moving on Matterhorn and it's just trying to find its way out of the basin. But with Matterhorn up and other pipelines online, there should be sufficient capacity at least for a while to handle those volumes. What you're seeing now is some maintenance on some pipes and some other disruptions on existing pipes, which is why our Waha has been kind of flat to negative here recently."
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",49,116236985,3,Question,Andrew John O'Donnell,Analysts,Great. Thank you very much.
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",50,116236987,3,Question,Sunil Sibal,Analysts,"So I wanted to start off on the NGL pipeline segment. Seems like ethane prices have been weak lately. So I was curious what kind of ethane recovery trends you are seeing on your systems? And then the Daytona kind of contributing partly for the third quarter, how should we think about volumes on the Daytona system, especially any switchovers from third-party in processing plants also?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",51,116236988,4,Answer,D. Pryor,Executives,"This is Scott. First off, Daytona coming online gives us the ability to obviously flow on both our Grand Prix West system as well as Daytona. So it gives us some operating efficiency around just being able to split volumes between those 2 pipes and gives us a lot of operating leverage, as I said earlier, moving into our 30-inch pipe.\"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",52,116236989,3,Question,Sunil Sibal,Analysts,"Okay. And then in the Badlands system, it seems like you had a pretty sizable uptick on the crude volumes. I was curious, is that something we can expect to continue or any onetime items there?"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",53,116236990,4,Answer,Patrick McDonie,Executives,"Yes. This is Pat. We had an uptick in our activity level. We had some producers that have been waiting on permits and another producer, frankly, that hasn't been real active over the past let's say, 3 or 4 years that, one, the activity level from that producer upticked. And secondly, the permits were granted and the wells were drilled. So we got a really nice uptick in our crude oil volumes. \"
Targa Resources Corp.,39153321,3299084,2024-11-05,"Targa Resources Corp., Q3 2024 Earnings Call, Nov 05, 2024",54,116236992,4,Answer,Tristan Richardson,Executives,"Great. Thanks, Michelle. Thank you to everyone for joining the call this morning, and we appreciate your interest in Targa Resources."
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",1,115773177,3,Question,Michael Rehaut,Analysts,"Thanks. Good morning, everyone. First, I'd love to dive into the comments you've made so far around competition and incentives. And the results that you were able to post this quarter and guide for the next quarter so far is in pretty good contrast to most builders that have reported so far and even last month in terms of seeing fewer incentives during the quarter, and really not kind of -- we've heard, for example, yesterday, one of your peers talk about increased competition in Texas. So I'd love to kind of understand, number one, where your incentive levels are at -- where they were, let's say, at quarter end versus at the beginning of the quarter of the third quarter, how that's trended? And specifically in Florida and Texas, you alluded to the higher inventory and the fact that a lot of that really doesn't compete directly, but you still have sizable positions in a lot of key markets that have experienced some increased incentives. \"
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",2,115773178,4,Answer,Sheryl Palmer,Executives,"Okay, Mike, I think you threw about a half dozen questions in there, but I'm going to -- maybe the best way to go about it is -- and I appreciate the question. I really do, is maybe to take a little spin, maybe I'll start kind of macro and then take a little spin around the country for you. But I think you need to ground ourselves even though there's a lot of noise that we see in headlines that we still are truly working on an undersupplied environment. And we are [indiscernible] resale inventory down compared to what we saw in the first of the year, and I'll let Erik jump in just a moment and talk through that in a little bit more detail. But when I look at our markets, on average, we're still seeing our particular submarkets, we are seeing a reduction compared to the national averages. And then as Erik said, as you get deeper, it even becomes more of a reduction. I also think you have to look at the average resale inventory, Mike, and it's significantly older than obviously and has a different set of challenges than what consumers are able to get in the new home market, and we're just seeing a strong preference for new. \"
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",3,115773179,3,Question,Michael Rehaut,Analysts,"That was fantastic, Sheryl. I appreciate it. And I'm New Year resolutions coming up will be to be a little more succinct in my questions. Just secondly, I appreciated the highlighting of your relationship with Kennedy Lewis. I know those guys well. I was wondering if you could kind of step back and just kind of review where you are in the lot optioning journey. How any growing impact with Kenny to Lewis or other land bankers will impact your margins and returns over the next, let's say, 3 years and what you're expecting from incremental cash flow generation."
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",4,115773180,4,Answer,Erik Heuser,Executives,"Yes. Mike, it's Erik. Happy to take that. And yes, as I mentioned, we've added the field and Kennedy Lewis is a well-respected and good firm that we feel comfortable with. And I appreciate your framing of the question in that it has been an evolution. As we acquired companies, if you take a step back to, I think, 2019, our percent control was all the way down to 21%-ish. And so we worked really hard to drive that up. To where it is today at 58% and looking to continue to climb that up to at least 60% to 65%, we'll call the ball as it evolves. In terms of cost, we are really mindful in being somewhat surgical in the application of land banking to the right deals. And when we do that, we did have a prior vehicle that one, the trade-off between margin and return for everything with the net vehicle averaged about 175 basis points of margin impact for about a 6% lift in return. \"
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",5,115773182,3,Question,Unknown Analyst,Analysts,Good morning. Can you hear me?
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",6,115773183,4,Answer,Sheryl Palmer,Executives,"Yes, we sure can, Trevor."
Taylor Morrison Home Corporation,224946128,3286829,2024-10-23,"Taylor Morrison Home Corporation, Q3 2024 Earnings Call, Oct 23, 2024",7,115773184,3,Question,Unknown Analyst,Analysts,"Okay. Great. Appreciate it. First, just wanted to ask a question about consumer segments moving forward. I think you guys talked about the benefits of your more balanced portfolio. And if we look at consensus for next year for mortgage rates, they're still to move below 6% in 2025 to help with affordability, but then you also have potential for rate lock to loosen to some degree. Current homeowners have very healthy equity positions. So just given your more balanced approach in that environment, which consumer segment do you think would perform best?"
